Recall,Precision
1.0,0.015634007022202037
1.0,0.01667163400640787
1.0,0.016977445605781818
1.0,0.0170424251656638
1.0,0.017045670970936656
1.0,0.017211207476779292
1.0,0.01722147392726573
1.0,0.01722180530700995
1.0,0.017225782858902555
1.0,0.017227440714505698
1.0,0.01722777232392062
1.0,0.017230757383235148
1.0,0.01729368345796379
1.0,0.01729435179996522
1.0,0.017309403164042857
1.0,0.01731040751987312
1.0,0.017326828512796686
1.0,0.01732783489187044
1.0,0.01732817037754114
1.0,0.017340592486389087
1.0,0.017344288981047246
1.0,0.017344625104164648
1.0,0.01734529738948429
1.0,0.017347314558176497
1.0,0.017350341191066997
1.0,0.01735067754880484
1.0,0.01735101391958435
1.0,0.017354378344838283
1.0,0.01735572448029786
1.0,0.017357070824606316
1.0,0.017357407443321763
1.0,0.017366501086619062
1.0,0.01736683807121374
1.0,0.01736717506888656
1.0,0.01736852319037454
1.0,0.017368860253449515
1.0,0.017397896701203272
1.0,0.017408725759078796
1.0,0.01741516189290162
1.0,0.017423298551627473
1.0,0.017424994645951365
1.0,0.017432121849557867
1.0,0.017436197155659458
1.0,0.017437556014495578
1.0,0.017437895762299073
1.0,0.01744163386210391
1.0,0.01745524047275422
1.0,0.017464096159850142
1.0,0.017464777738750343
1.0,0.01746511854815104
1.0,0.017465459370853174
1.0,0.01746648191877598
1.0,0.017466822794691646
1.0,0.017467163683912646
1.0,0.017479103195062885
1.0,0.01748046875
1.0,0.017500635497937077
1.0,0.017500977708251857
1.0,0.017508509722602605
1.0,0.017508852240937456
1.0,0.017509194772673917
1.0,0.017509537317812775
1.0,0.01751159287014029
1.0,0.017513306199123356
1.0,0.017517762423910278
1.0,0.017518105304364845
1.0,0.017577971561002437
1.0,0.017579007326223164
1.0,0.017582460758697915
1.0,0.017583151608023418
1.0,0.017604248623131393
1.0,0.017611869809909874
1.0,0.0176129095739447
1.0,0.01762192600760007
1.0,0.017622272977868787
1.0,0.01762261996180125
1.0,0.017627479172000866
1.0,0.01763929127495615
1.0,0.017639638929402027
